,STNAME,State,City,PopEstimate2016
574,Alabama,AL,BALANCE OF CLARKE COUNTY,13413
575,Alabama,AL,CLAY COUNTY,13492
576,Alabama,AL,ASHLAND TOWN,1971
577,Alabama,AL,LINEVILLE CITY,2306
578,Alabama,AL,BALANCE OF CLAY COUNTY,9215
579,Alabama,AL,CLEBURNE COUNTY,14924
580,Alabama,AL,EDWARDSVILLE TOWN,202
581,Alabama,AL,FRUITHURST TOWN,280
582,Alabama,AL,HEFLIN CITY,3474
583,Alabama,AL,RANBURNE TOWN,407
584,Alabama,AL,BALANCE OF CLEBURNE COUNTY,10561
585,Alabama,AL,COFFEE COUNTY,51226
586,Alabama,AL,ELBA CITY,3893
587,Alabama,AL,ENTERPRISE CITY (PT.),27538
588,Alabama,AL,KINSTON TOWN,539
589,Alabama,AL,NEW BROCKTON TOWN,1157
590,Alabama,AL,BALANCE OF COFFEE COUNTY,18099
591,Alabama,AL,COLBERT COUNTY,54216
592,Alabama,AL,CHEROKEE TOWN,1009
593,Alabama,AL,LEIGHTON TOWN,707
594,Alabama,AL,LITTLEVILLE TOWN,981
595,Alabama,AL,MUSCLE SHOALS CITY,13831
596,Alabama,AL,SHEFFIELD CITY,9025
597,Alabama,AL,TUSCUMBIA CITY,8434
598,Alabama,AL,BALANCE OF COLBERT COUNTY,20229
599,Alabama,AL,CONECUH COUNTY,12395
600,Alabama,AL,CASTLEBERRY TOWN,551
601,Alabama,AL,EVERGREEN CITY,3693
602,Alabama,AL,MCKENZIE TOWN (PT.),7
603,Alabama,AL,REPTON TOWN,266
604,Alabama,AL,BALANCE OF CONECUH COUNTY,7878
605,Alabama,AL,COOSA COUNTY,10581
606,Alabama,AL,GOODWATER TOWN,1324
607,Alabama,AL,KELLYTON TOWN,197
608,Alabama,AL,ROCKFORD TOWN,444
609,Alabama,AL,BALANCE OF COOSA COUNTY,8616
610,Alabama,AL,COVINGTON COUNTY,37458
611,Alabama,AL,ANDALUSIA CITY,8968
612,Alabama,AL,BABBIE TOWN,600
613,Alabama,AL,CAROLINA TOWN,296
614,Alabama,AL,FLORALA TOWN,1952
615,Alabama,AL,GANTT TOWN,221
616,Alabama,AL,HEATH TOWN,255
617,Alabama,AL,HORN HILL TOWN,227
618,Alabama,AL,LIBERTYVILLE TOWN,114
619,Alabama,AL,LOCKHART TOWN,514
620,Alabama,AL,ONYCHA TOWN,183
621,Alabama,AL,OPP CITY,6586
622,Alabama,AL,RED LEVEL TOWN,485
623,Alabama,AL,RIVER FALLS TOWN,523
624,Alabama,AL,SANFORD TOWN,245
625,Alabama,AL,BALANCE OF COVINGTON COUNTY,16289
626,Alabama,AL,CRENSHAW COUNTY,13913
627,Alabama,AL,BRANTLEY TOWN,801
628,Alabama,AL,DOZIER TOWN,331
629,Alabama,AL,GLENWOOD TOWN,188
630,Alabama,AL,LUVERNE CITY,2825
631,Alabama,AL,PETREY TOWN,58
632,Alabama,AL,RUTLEDGE TOWN,458
633,Alabama,AL,BALANCE OF CRENSHAW COUNTY,9252
634,Alabama,AL,CULLMAN COUNTY,82471
635,Alabama,AL,ARAB CITY (PT.),28
636,Alabama,AL,BAILEYTON TOWN,627
637,Alabama,AL,COLONY TOWN,274
638,Alabama,AL,CULLMAN CITY,15496
639,Alabama,AL,DODGE CITY TOWN,606
640,Alabama,AL,FAIRVIEW TOWN,458
641,Alabama,AL,GARDEN CITY TOWN (PT.),498
642,Alabama,AL,GOOD HOPE TOWN,2288
643,Alabama,AL,HANCEVILLE CITY,3288
644,Alabama,AL,HOLLY POND TOWN,815
645,Alabama,AL,SOUTH VINEMONT TOWN,758
646,Alabama,AL,WEST POINT TOWN,596
647,Alabama,AL,BALANCE OF CULLMAN COUNTY,56739
648,Alabama,AL,DALE COUNTY,49226
649,Alabama,AL,ARITON TOWN,741
650,Alabama,AL,CLAYHATCHEE TOWN,573
651,Alabama,AL,DALEVILLE CITY,5101
652,Alabama,AL,DOTHAN CITY (PT.),1238
653,Alabama,AL,ENTERPRISE CITY (PT.),486
654,Alabama,AL,GRIMES TOWN,542
655,Alabama,AL,LEVEL PLAINS TOWN,2006
656,Alabama,AL,MIDLAND CITY TOWN,2366
657,Alabama,AL,NAPIER FIELD TOWN,344
658,Alabama,AL,NEWTON TOWN,1459
659,Alabama,AL,OZARK CITY,14610
660,Alabama,AL,PINCKARD TOWN,627
661,Alabama,AL,BALANCE OF DALE COUNTY,19133
662,Alabama,AL,DALLAS COUNTY,40008
663,Alabama,AL,ORRVILLE TOWN,186
664,Alabama,AL,SELMA CITY,18983
665,Alabama,AL,VALLEY GRANDE CITY,3741
666,Alabama,AL,BALANCE OF DALLAS COUNTY,17098
667,Alabama,AL,DEKALB COUNTY,70900
668,Alabama,AL,COLLINSVILLE TOWN (PT.),1942
669,Alabama,AL,CROSSVILLE TOWN,1841
670,Alabama,AL,FORT PAYNE CITY,14099
671,Alabama,AL,FYFFE TOWN,1017
672,Alabama,AL,GERALDINE TOWN,898
673,Alabama,AL,HAMMONDVILLE TOWN,485
674,Alabama,AL,HENAGAR CITY,2339
675,Alabama,AL,IDER TOWN,711
676,Alabama,AL,LAKEVIEW TOWN,143
677,Alabama,AL,MENTONE TOWN,366
678,Alabama,AL,PINE RIDGE TOWN,282
679,Alabama,AL,POWELL TOWN,954
680,Alabama,AL,RAINSVILLE CITY,5015
681,Alabama,AL,SAND ROCK TOWN (PT.),26
682,Alabama,AL,SHILOH TOWN,274
683,Alabama,AL,SYLVANIA TOWN,1850
684,Alabama,AL,VALLEY HEAD TOWN,550
685,Alabama,AL,BALANCE OF DEKALB COUNTY,38108
686,Alabama,AL,ELMORE COUNTY,81799
687,Alabama,AL,COOSADA TOWN,1244
688,Alabama,AL,DEATSVILLE TOWN,1157
689,Alabama,AL,ECLECTIC TOWN,1026
690,Alabama,AL,ELMORE TOWN,1307
691,Alabama,AL,MILLBROOK CITY (PT.),15264
692,Alabama,AL,PRATTVILLE CITY (PT.),1923
693,Alabama,AL,TALLASSEE CITY (PT.),3100
694,Alabama,AL,WETUMPKA CITY,8219
695,Alabama,AL,BALANCE OF ELMORE COUNTY,48559
696,Alabama,AL,ESCAMBIA COUNTY,37728
697,Alabama,AL,ATMORE CITY,10022
698,Alabama,AL,BREWTON CITY,5432
699,Alabama,AL,EAST BREWTON CITY,2415
700,Alabama,AL,FLOMATON TOWN,1408
701,Alabama,AL,POLLARD TOWN,135
702,Alabama,AL,RIVERVIEW TOWN,182
703,Alabama,AL,BALANCE OF ESCAMBIA COUNTY,18134
704,Alabama,AL,ETOWAH COUNTY,102564
705,Alabama,AL,ALTOONA TOWN (PT.),889
706,Alabama,AL,ATTALLA CITY,5865
707,Alabama,AL,BOAZ CITY (PT.),1093
708,Alabama,AL,GADSDEN CITY,35837
709,Alabama,AL,GLENCOE CITY (PT.),5098
710,Alabama,AL,HOKES BLUFF CITY,4277
711,Alabama,AL,RAINBOW CITY CITY,9531
712,Alabama,AL,REECE CITY TOWN,628
713,Alabama,AL,RIDGEVILLE TOWN,105
714,Alabama,AL,SARDIS CITY TOWN (PT.),1765
715,Alabama,AL,SOUTHSIDE CITY (PT.),8448
716,Alabama,AL,WALNUT GROVE TOWN,681
717,Alabama,AL,BALANCE OF ETOWAH COUNTY,28347
718,Alabama,AL,FAYETTE COUNTY,16546
719,Alabama,AL,BELK TOWN,207
720,Alabama,AL,BERRY TOWN,1099
721,Alabama,AL,FAYETTE CITY,4432
722,Alabama,AL,GLEN ALLEN TOWN (PT.),441
723,Alabama,AL,GU-WIN TOWN (PT.),0
724,Alabama,AL,WINFIELD CITY (PT.),738
725,Alabama,AL,BALANCE OF FAYETTE COUNTY,9629
726,Alabama,AL,FRANKLIN COUNTY,31628
727,Alabama,AL,HODGES TOWN,284
728,Alabama,AL,PHIL CAMPBELL TOWN,1273
729,Alabama,AL,RED BAY CITY,3119
730,Alabama,AL,RUSSELLVILLE CITY,9815
731,Alabama,AL,VINA TOWN,356
732,Alabama,AL,BALANCE OF FRANKLIN COUNTY,16781
733,Alabama,AL,GENEVA COUNTY,26614
734,Alabama,AL,BLACK TOWN,207
735,Alabama,AL,COFFEE SPRINGS TOWN,227
736,Alabama,AL,GENEVA CITY,4424
737,Alabama,AL,HARTFORD CITY,2638
738,Alabama,AL,MALVERN TOWN,1437
739,Alabama,AL,SAMSON CITY,1912
740,Alabama,AL,SLOCOMB CITY,1956
741,Alabama,AL,TAYLOR TOWN (PT.),7
742,Alabama,AL,BALANCE OF GENEVA COUNTY,13806
743,Alabama,AL,GREENE COUNTY,8422
744,Alabama,AL,BOLIGEE TOWN,306
745,Alabama,AL,EUTAW TOWN,2749
746,Alabama,AL,FORKLAND TOWN,597
747,Alabama,AL,UNION TOWN,221
748,Alabama,AL,BALANCE OF GREENE COUNTY,4549
749,Alabama,AL,HALE COUNTY,14952
750,Alabama,AL,AKRON TOWN,334
751,Alabama,AL,GREENSBORO CITY,2365
752,Alabama,AL,MOUNDVILLE TOWN (PT.),1695
753,Alabama,AL,NEWBERN TOWN,178
754,Alabama,AL,BALANCE OF HALE COUNTY,10380
755,Alabama,AL,HENRY COUNTY,17164
756,Alabama,AL,ABBEVILLE CITY,2603
757,Alabama,AL,DOTHAN CITY (PT.),7
758,Alabama,AL,HALEBURG TOWN,101
759,Alabama,AL,HEADLAND CITY,4741
760,Alabama,AL,NEWVILLE TOWN,517
761,Alabama,AL,BALANCE OF HENRY COUNTY,9195
762,Alabama,AL,HOUSTON COUNTY,104056
763,Alabama,AL,ASHFORD TOWN,2149
764,Alabama,AL,AVON TOWN,505
765,Alabama,AL,COLUMBIA TOWN,729
766,Alabama,AL,COTTONWOOD TOWN,1255
767,Alabama,AL,COWARTS TOWN,1994
768,Alabama,AL,DOTHAN CITY (PT.),67223
769,Alabama,AL,GORDON TOWN,327
770,Alabama,AL,KINSEY TOWN,2187
771,Alabama,AL,MADRID TOWN,338
772,Alabama,AL,REHOBETH TOWN,1482
773,Alabama,AL,TAYLOR TOWN (PT.),2386
774,Alabama,AL,WEBB TOWN,1396
775,Alabama,AL,BALANCE OF HOUSTON COUNTY,22085
776,Alabama,AL,JACKSON COUNTY,52138
777,Alabama,AL,BRIDGEPORT CITY,2337
778,Alabama,AL,DUTTON TOWN,308
779,Alabama,AL,HOLLYWOOD TOWN,970
780,Alabama,AL,HYTOP TOWN,346
781,Alabama,AL,LANGSTON TOWN,264
782,Alabama,AL,PAINT ROCK TOWN,205
783,Alabama,AL,PISGAH TOWN,707
784,Alabama,AL,PLEASANT GROVES TOWN,411
785,Alabama,AL,SCOTTSBORO CITY,14677
786,Alabama,AL,SECTION TOWN,754
787,Alabama,AL,SKYLINE TOWN,833
788,Alabama,AL,STEVENSON CITY,1977
789,Alabama,AL,WOODVILLE TOWN,730
790,Alabama,AL,BALANCE OF JACKSON COUNTY,27619
791,Alabama,AL,JEFFERSON COUNTY,659521
792,Alabama,AL,ADAMSVILLE CITY,4360
793,Alabama,AL,ARGO TOWN (PT.),59
794,Alabama,AL,BESSEMER CITY,26511
795,Alabama,AL,BIRMINGHAM CITY (PT.),210378
796,Alabama,AL,BRIGHTON CITY,2833
797,Alabama,AL,BROOKSIDE TOWN,1323
798,Alabama,AL,CARDIFF TOWN,54
799,Alabama,AL,CENTER POINT CITY,16496
800,Alabama,AL,CLAY CITY,9587
801,Alabama,AL,COUNTY LINE TOWN (PT.),59
802,Alabama,AL,FAIRFIELD CITY,10807
803,Alabama,AL,FULTONDALE CITY,9084
804,Alabama,AL,GARDENDALE CITY,13783
805,Alabama,AL,GRAYSVILLE CITY,2107
806,Alabama,AL,HELENA CITY (PT.),2320
807,Alabama,AL,HOMEWOOD CITY,25613
808,Alabama,AL,HOOVER CITY (PT.),60521
809,Alabama,AL,HUEYTOWN CITY,15561
810,Alabama,AL,IRONDALE CITY,12359
811,Alabama,AL,KIMBERLY CITY,2964
812,Alabama,AL,LAKE VIEW TOWN (PT.),26
813,Alabama,AL,LEEDS CITY (PT.),9831
814,Alabama,AL,LIPSCOMB CITY,2133
815,Alabama,AL,MAYTOWN TOWN,371
816,Alabama,AL,MIDFIELD CITY,5171
817,Alabama,AL,MORRIS TOWN,1933
818,Alabama,AL,MOUNTAIN BROOK CITY,20590
819,Alabama,AL,MULGA TOWN,822
820,Alabama,AL,NORTH JOHNS TOWN,141
821,Alabama,AL,PINSON CITY,7426
822,Alabama,AL,PLEASANT GROVE CITY,10177
823,Alabama,AL,SUMITON CITY (PT.),16
824,Alabama,AL,SYLVAN SPRINGS TOWN,1509
825,Alabama,AL,TARRANT CITY,6268
826,Alabama,AL,TRAFFORD TOWN (PT.),627
827,Alabama,AL,TRUSSVILLE CITY (PT.),20875
828,Alabama,AL,VESTAVIA HILLS CITY (PT.),34671
829,Alabama,AL,WARRIOR CITY,3192
830,Alabama,AL,WEST JEFFERSON TOWN,331
831,Alabama,AL,BALANCE OF JEFFERSON COUNTY,106632
832,Alabama,AL,LAMAR COUNTY,13918
833,Alabama,AL,BEAVERTON TOWN,187
834,Alabama,AL,DETROIT TOWN,227
835,Alabama,AL,KENNEDY TOWN,429
836,Alabama,AL,MILLPORT TOWN,999
837,Alabama,AL,SULLIGENT CITY,1849
838,Alabama,AL,VERNON CITY,1896
839,Alabama,AL,BALANCE OF LAMAR COUNTY,8331
840,Alabama,AL,LAUDERDALE COUNTY,92318
841,Alabama,AL,ANDERSON TOWN,276
842,Alabama,AL,FLORENCE CITY,39959
843,Alabama,AL,KILLEN TOWN,977
844,Alabama,AL,LEXINGTON TOWN,718
845,Alabama,AL,ROGERSVILLE TOWN,1220
846,Alabama,AL,ST. FLORIAN TOWN,591
847,Alabama,AL,WATERLOO TOWN,198
848,Alabama,AL,BALANCE OF LAUDERDALE COUNTY,48379
849,Alabama,AL,LAWRENCE COUNTY,33244
850,Alabama,AL,COURTLAND TOWN,599
851,Alabama,AL,HILLSBORO TOWN,521
852,Alabama,AL,MOULTON CITY,3343
853,Alabama,AL,NORTH COURTLAND TOWN,614
854,Alabama,AL,TOWN CREEK TOWN,1069
855,Alabama,AL,BALANCE OF LAWRENCE COUNTY,27098
856,Alabama,AL,LEE COUNTY,158991
857,Alabama,AL,AUBURN CITY,63118
858,Alabama,AL,LOACHAPOKA TOWN,199
859,Alabama,AL,NOTASULGA TOWN (PT.),79
860,Alabama,AL,OPELIKA CITY,29869
861,Alabama,AL,PHENIX CITY CITY (PT.),4991
862,Alabama,AL,SMITHS STATION CITY,5341
863,Alabama,AL,WAVERLY TOWN (PT.),50
864,Alabama,AL,BALANCE OF LEE COUNTY,55344
865,Alabama,AL,LIMESTONE COUNTY,92753
866,Alabama,AL,ARDMORE TOWN,1382
867,Alabama,AL,ATHENS CITY,25393
868,Alabama,AL,DECATUR CITY (PT.),93
869,Alabama,AL,ELKMONT TOWN,469
870,Alabama,AL,HUNTSVILLE CITY (PT.),1855
871,Alabama,AL,LESTER TOWN,122
872,Alabama,AL,MADISON CITY (PT.),4268
873,Alabama,AL,MOORESVILLE TOWN,58
874,Alabama,AL,BALANCE OF LIMESTONE COUNTY,59113
875,Alabama,AL,LOWNDES COUNTY,10358
876,Alabama,AL,BENTON TOWN,46
877,Alabama,AL,FORT DEPOSIT TOWN,1228
878,Alabama,AL,GORDONVILLE TOWN,302
879,Alabama,AL,HAYNEVILLE TOWN,853
880,Alabama,AL,LOWNDESBORO TOWN,107
881,Alabama,AL,MOSSES TOWN,945
882,Alabama,AL,WHITE HALL TOWN,804
883,Alabama,AL,BALANCE OF LOWNDES COUNTY,6073
884,Alabama,AL,MACON COUNTY,18963
885,Alabama,AL,FRANKLIN TOWN,132
886,Alabama,AL,NOTASULGA TOWN (PT.),771
887,Alabama,AL,SHORTER TOWN,427
888,Alabama,AL,TUSKEGEE CITY,8722
889,Alabama,AL,BALANCE OF MACON COUNTY,8911
890,Alabama,AL,MADISON COUNTY,356967
891,Alabama,AL,GURLEY TOWN,786
892,Alabama,AL,HUNTSVILLE CITY (PT.),191224
893,Alabama,AL,MADISON CITY (PT.),43691
894,Alabama,AL,NEW HOPE CITY,2803
895,Alabama,AL,OWENS CROSS ROADS TOWN,1852
896,Alabama,AL,TRIANA TOWN,529
897,Alabama,AL,BALANCE OF MADISON COUNTY,116082
898,Alabama,AL,MARENGO COUNTY,19673
899,Alabama,AL,DAYTON TOWN,49
900,Alabama,AL,DEMOPOLIS CITY,7019
901,Alabama,AL,FAUNSDALE TOWN,92
902,Alabama,AL,LINDEN CITY,1988
903,Alabama,AL,MYRTLEWOOD TOWN,122
904,Alabama,AL,PROVIDENCE TOWN,210
905,Alabama,AL,SWEET WATER TOWN,242
906,Alabama,AL,THOMASTON TOWN,391
907,Alabama,AL,BALANCE OF MARENGO COUNTY,9560
908,Alabama,AL,MARION COUNTY,29998
909,Alabama,AL,BEAR CREEK TOWN,1041
910,Alabama,AL,BRILLIANT TOWN,879
911,Alabama,AL,GLEN ALLEN TOWN (PT.),51
912,Alabama,AL,GUIN CITY,2305
913,Alabama,AL,GU-WIN TOWN (PT.),170
914,Alabama,AL,HACKLEBURG TOWN,1477
915,Alabama,AL,HALEYVILLE CITY (PT.),46
916,Alabama,AL,HAMILTON CITY,6739
917,Alabama,AL,TWIN TOWN,387
918,Alabama,AL,WINFIELD CITY (PT.),3793
919,Alabama,AL,BALANCE OF MARION COUNTY,13110
920,Alabama,AL,MARSHALL COUNTY,95157
921,Alabama,AL,ALBERTVILLE CITY,21525
922,Alabama,AL,ARAB CITY (PT.),8312
923,Alabama,AL,BOAZ CITY (PT.),8617
924,Alabama,AL,DOUGLAS TOWN,761
925,Alabama,AL,GRANT TOWN,907
926,Alabama,AL,GUNTERSVILLE CITY,8437
927,Alabama,AL,SARDIS CITY TOWN (PT.),6
928,Alabama,AL,UNION GROVE TOWN,79
929,Alabama,AL,BALANCE OF MARSHALL COUNTY,46513
930,Alabama,AL,MOBILE COUNTY,414836
931,Alabama,AL,BAYOU LA BATRE CITY,2513
932,Alabama,AL,CHICKASAW CITY,5908
933,Alabama,AL,CITRONELLE CITY,3885
934,Alabama,AL,CREOLA CITY,1961
935,Alabama,AL,DAUPHIN ISLAND TOWN,1261
936,Alabama,AL,MOBILE CITY,192904
937,Alabama,AL,MOUNT VERNON TOWN,1510
938,Alabama,AL,PRICHARD CITY,22185
939,Alabama,AL,SARALAND CITY,13942
940,Alabama,AL,SATSUMA CITY,6193
941,Alabama,AL,SEMMES CITY,4155
942,Alabama,AL,BALANCE OF MOBILE COUNTY,158419
943,Alabama,AL,MONROE COUNTY,21530
944,Alabama,AL,BEATRICE TOWN,283
945,Alabama,AL,EXCEL TOWN,665
946,Alabama,AL,FRISCO CITY TOWN,1212
947,Alabama,AL,MONROEVILLE CITY,6072
948,Alabama,AL,VREDENBURGH TOWN,293
949,Alabama,AL,BALANCE OF MONROE COUNTY,13005
950,Alabama,AL,MONTGOMERY COUNTY,226349
951,Alabama,AL,MONTGOMERY CITY,200022
952,Alabama,AL,PIKE ROAD TOWN,8777
953,Alabama,AL,BALANCE OF MONTGOMERY COUNTY,17550
954,Alabama,AL,MORGAN COUNTY,119012
955,Alabama,AL,DECATUR CITY (PT.),54979
956,Alabama,AL,EVA TOWN,508
957,Alabama,AL,FALKVILLE TOWN,1260
958,Alabama,AL,HARTSELLE CITY,14471
959,Alabama,AL,PRICEVILLE TOWN,3297
960,Alabama,AL,SOMERVILLE TOWN,712
961,Alabama,AL,TRINITY TOWN,2164
962,Alabama,AL,BALANCE OF MORGAN COUNTY,41621
963,Alabama,AL,PERRY COUNTY,9574
964,Alabama,AL,MARION CITY,3432
965,Alabama,AL,UNIONTOWN TOWN,2388
966,Alabama,AL,BALANCE OF PERRY COUNTY,3754
967,Alabama,AL,PICKENS COUNTY,20324
968,Alabama,AL,ALICEVILLE CITY,2357
969,Alabama,AL,CARROLLTON TOWN,980
970,Alabama,AL,ETHELSVILLE TOWN,73
971,Alabama,AL,GORDO TOWN,1672
972,Alabama,AL,MCMULLEN TOWN,9
973,Alabama,AL,MEMPHIS TOWN,28
974,Alabama,AL,PICKENSVILLE TOWN,574
975,Alabama,AL,REFORM TOWN,1616
976,Alabama,AL,BALANCE OF PICKENS COUNTY,13015
977,Alabama,AL,PIKE COUNTY,33286
978,Alabama,AL,BANKS TOWN,173
979,Alabama,AL,BRUNDIDGE CITY,1972
980,Alabama,AL,GOSHEN TOWN,255
981,Alabama,AL,TROY CITY,19191
982,Alabama,AL,BALANCE OF PIKE COUNTY,11695
983,Alabama,AL,RANDOLPH COUNTY,22652
984,Alabama,AL,ROANOKE CITY,5984
985,Alabama,AL,WADLEY TOWN,737
986,Alabama,AL,WEDOWEE TOWN,806
987,Alabama,AL,WOODLAND TOWN,183
988,Alabama,AL,BALANCE OF RANDOLPH COUNTY,14942
989,Alabama,AL,RUSSELL COUNTY,58172
990,Alabama,AL,HURTSBORO TOWN,593
991,Alabama,AL,PHENIX CITY CITY (PT.),32141
992,Alabama,AL,BALANCE OF RUSSELL COUNTY,25438
993,Alabama,AL,ST. CLAIR COUNTY,88019
994,Alabama,AL,ARGO TOWN (PT.),4154
995,Alabama,AL,ASHVILLE CITY,2275
996,Alabama,AL,LEEDS CITY (PT.),2001
997,Alabama,AL,MARGARET TOWN,4633
998,Alabama,AL,MOODY CITY,12823
999,Alabama,AL,ODENVILLE TOWN,3743
1000,Alabama,AL,PELL CITY CITY,13794
1001,Alabama,AL,RAGLAND TOWN,1697
1002,Alabama,AL,RIVERSIDE TOWN,2316
1003,Alabama,AL,SPRINGVILLE CITY,4251
1004,Alabama,AL,STEELE TOWN,1086
1005,Alabama,AL,TRUSSVILLE CITY (PT.),547
1006,Alabama,AL,VINCENT TOWN (PT.),0
1007,Alabama,AL,BALANCE OF ST. CLAIR COUNTY,34699
1008,Alabama,AL,SHELBY COUNTY,210622
1009,Alabama,AL,ALABASTER CITY,32948
1010,Alabama,AL,BIRMINGHAM CITY (PT.),1779
1011,Alabama,AL,CALERA CITY (PT.),13386
1012,Alabama,AL,CHELSEA CITY,12341
1013,Alabama,AL,COLUMBIANA CITY,4539
1014,Alabama,AL,HARPERSVILLE TOWN,1680
1015,Alabama,AL,HELENA CITY (PT.),16353
1016,Alabama,AL,HOOVER CITY (PT.),24457
1017,Alabama,AL,INDIAN SPRINGS VILLAGE CITY,2544
1018,Alabama,AL,LEEDS CITY (PT.),108
1019,Alabama,AL,MONTEVALLO CITY,6723
1020,Alabama,AL,PELHAM CITY,23050
1021,Alabama,AL,VESTAVIA HILLS CITY (PT.),17
1022,Alabama,AL,VINCENT TOWN (PT.),2118
1023,Alabama,AL,WESTOVER TOWN,1542
1024,Alabama,AL,WILSONVILLE TOWN,1987
1025,Alabama,AL,WILTON TOWN,682
1026,Alabama,AL,BALANCE OF SHELBY COUNTY,64368
1027,Alabama,AL,SUMTER COUNTY,13040
1028,Alabama,AL,CUBA TOWN,317
1029,Alabama,AL,EMELLE TOWN,50
1030,Alabama,AL,EPES TOWN,181
1031,Alabama,AL,GAINESVILLE TOWN,195
1032,Alabama,AL,GEIGER TOWN,159
1033,Alabama,AL,LIVINGSTON CITY,3454
1034,Alabama,AL,YORK CITY,2373
1035,Alabama,AL,BALANCE OF SUMTER COUNTY,6311
1036,Alabama,AL,TALLADEGA COUNTY,80103
1037,Alabama,AL,BON AIR TOWN,113
1038,Alabama,AL,CHILDERSBURG CITY,4997
1039,Alabama,AL,LINCOLN CITY,6491
1040,Alabama,AL,MUNFORD TOWN,1249
1041,Alabama,AL,OAK GROVE TOWN,511
1042,Alabama,AL,OXFORD CITY (PT.),4146
1043,Alabama,AL,SYLACAUGA CITY,12540
1044,Alabama,AL,TALLADEGA CITY,15451
1045,Alabama,AL,TALLADEGA SPRINGS TOWN,162
1046,Alabama,AL,VINCENT TOWN (PT.),0
1047,Alabama,AL,WALDO TOWN,276
1048,Alabama,AL,BALANCE OF TALLADEGA COUNTY,34167
1049,Alabama,AL,TALLAPOOSA COUNTY,40727
1050,Alabama,AL,ALEXANDER CITY CITY,14773
1051,Alabama,AL,CAMP HILL TOWN,975
1052,Alabama,AL,DADEVILLE CITY,3128
1053,Alabama,AL,DAVISTON TOWN,209
1054,Alabama,AL,GOLDVILLE TOWN,53
1055,Alabama,AL,JACKSONS' GAP TOWN,801
1056,Alabama,AL,NEW SITE TOWN,754
1057,Alabama,AL,TALLASSEE CITY (PT.),1659
1058,Alabama,AL,BALANCE OF TALLAPOOSA COUNTY,18375
1059,Alabama,AL,TUSCALOOSA COUNTY,206102
1060,Alabama,AL,BROOKWOOD TOWN,1827
1061,Alabama,AL,COALING TOWN,1642
1062,Alabama,AL,COKER TOWN,985
1063,Alabama,AL,LAKE VIEW TOWN (PT.),2221
1064,Alabama,AL,MOUNDVILLE TOWN (PT.),741
1065,Alabama,AL,NORTHPORT CITY,25045
1066,Alabama,AL,TUSCALOOSA CITY,99543
1067,Alabama,AL,VANCE TOWN (PT.),1453
1068,Alabama,AL,WOODSTOCK TOWN (PT.),118
1069,Alabama,AL,BALANCE OF TUSCALOOSA COUNTY,72527
1070,Alabama,AL,WALKER COUNTY,64967
1071,Alabama,AL,CARBON HILL CITY,1964
1072,Alabama,AL,CORDOVA CITY,2014
1073,Alabama,AL,DORA CITY,1946
1074,Alabama,AL,ELDRIDGE TOWN,127
1075,Alabama,AL,JASPER CITY,14003
1076,Alabama,AL,KANSAS TOWN,219
1077,Alabama,AL,NAUVOO TOWN (PT.),210
1078,Alabama,AL,OAKMAN TOWN,754
1079,Alabama,AL,PARRISH TOWN,960
1080,Alabama,AL,SIPSEY TOWN,424
1081,Alabama,AL,SUMITON CITY (PT.),2391
1082,Alabama,AL,BALANCE OF WALKER COUNTY,39955
1083,Alabama,AL,WASHINGTON COUNTY,16756
1084,Alabama,AL,CHATOM TOWN,1231
1085,Alabama,AL,MCINTOSH TOWN,225
1086,Alabama,AL,MILLRY TOWN,522
1087,Alabama,AL,BALANCE OF WASHINGTON COUNTY,14778
1088,Alabama,AL,WILCOX COUNTY,10986
1089,Alabama,AL,CAMDEN CITY,1919
1090,Alabama,AL,OAK HILL TOWN,25
1091,Alabama,AL,PINE APPLE TOWN,125
1092,Alabama,AL,PINE HILL TOWN,912
1093,Alabama,AL,YELLOW BLUFF TOWN,176
1094,Alabama,AL,BALANCE OF WILCOX COUNTY,7829
1095,Alabama,AL,WINSTON COUNTY,23805
1096,Alabama,AL,ADDISON TOWN,738
1097,Alabama,AL,ARLEY TOWN,350
1098,Alabama,AL,DOUBLE SPRINGS TOWN,1051
1099,Alabama,AL,HALEYVILLE CITY (PT.),4028
1100,Alabama,AL,LYNN TOWN,638
1101,Alabama,AL,NATURAL BRIDGE TOWN,36
1102,Alabama,AL,NAUVOO TOWN (PT.),1
1103,Alabama,AL,BALANCE OF WINSTON COUNTY,16963
1104,Alaska,AK,ADAK CITY,329
1105,Alaska,AK,AKHIOK CITY,71
1106,Alaska,AK,AKIAK CITY,383
1107,Alaska,AK,AKUTAN CITY,1036
1108,Alaska,AK,ALAKANUK CITY,750
1109,Alaska,AK,ALEKNAGIK CITY,222
1110,Alaska,AK,ALLAKAKET CITY,106
1111,Alaska,AK,AMBLER CITY,264
1112,Alaska,AK,ANAKTUVUK PASS CITY,333
1113,Alaska,AK,ANCHORAGE MUNICIPALITY,298192
1114,Alaska,AK,ANDERSON CITY,271
1115,Alaska,AK,ANGOON CITY,444
1116,Alaska,AK,ANIAK CITY,543
1117,Alaska,AK,ANVIK CITY,86
1118,Alaska,AK,ATKA CITY,74
1119,Alaska,AK,ATQASUK CITY,237
1120,Alaska,AK,BARROW CITY,4335
1121,Alaska,AK,BETHEL CITY,6378
1122,Alaska,AK,BETTLES CITY,12
1123,Alaska,AK,BREVIG MISSION CITY,399
1124,Alaska,AK,BUCKLAND CITY,426
