,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
2958,MI,MONTCALM,CARSON CITY,SPARROW CARSON HOSPITAL,"406 EAST ELM ST
CARSON CITY, MI
(43.175989, -84.843788)",4,245,33,NaN,NaN
2959,MI,WAYNE,TRENTON,BEAUMONT HOSPITAL - TRENTON,"5450 FORT STREET
TRENTON, MI
(42.115786, -83.211814)",3,497,29,NaN,NaN
2960,MI,WAYNE,GARDEN CITY,GARDEN CITY HOSPITAL,"6245 INKSTER RD
GARDEN CITY, MI
(42.332356, -83.311771)",3,376,23,NaN,NaN
2961,MI,CALHOUN,MARSHALL,OAKLAWN HOSPITAL,"200 N MADISON
MARSHALL, MI
(42.273533, -84.957796)",4,304,27,NaN,NaN
2962,MI,LAPEER,LAPEER,MCLAREN LAPEER REGION,"1375 N MAIN ST
LAPEER, MI
(43.06271, -83.319345)",2,735,30,NaN,NaN
2963,MI,SAINT CLAIR,PORT HURON,MCLAREN PORT HURON,"1221 PINE GROVE AVE
PORT HURON, MI
(42.986743, -82.427839)",3,1201,32,NaN,NaN
2964,MI,WAYNE,DETROIT,KARMANOS CANCER CENTER,"4100 JOHN R
DETROIT, MI
(42.35189, -83.058192)",4,544,22,NaN,NaN
2965,MI,OAKLAND,WEST BLOOMFIELD,HENRY FORD WEST BLOOMFIELD HOSPITAL,"6777 WEST MAPLE ROAD
WEST BLOOMFIELD, MI
(42.541451, -83.409433)",4,692,29,NaN,NaN
2966,MI,ARENAC,STANDISH,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,"805 W CEDAR ST
STANDISH, MI
(43.98283, -83.969352)",4,178,34,NaN,NaN
2967,MI,SAINT CLAIR,EAST CHINA,ST JOHN RIVER DISTRICT HOSPITAL,"4100 RIVER RD
EAST CHINA, MI
(42.786505, -82.478208)",3,420,33,NaN,NaN
2968,MI,MANISTEE,MANISTEE,MUNSON HEALTHCARE MANISTEE HOSPITAL,"1465 E PARKDALE AVE
MANISTEE, MI
(44.272355, -86.273439)",3,424,27,NaN,NaN
2969,MI,MACKINAC,SAINT IGNACE,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,"1140 N STATE STREET
SAINT IGNACE, MI
(45.891024, -84.727569)",4,139,51,NaN,NaN
2970,TX,HAYS,SAN MARCOS,CENTRAL TEXAS MEDICAL CENTER,"1301 WONDER WORLD DRIVE
SAN MARCOS, TX
(29.852359, -97.947738)",3,486,16,NaN,NaN
2971,MI,WAYNE,TAYLOR,BEAUMONT HOSPITAL - TAYLOR,"10000 TELEGRAPH ROAD
TAYLOR, MI
(42.233501, -83.269667)",3,584,24,NaN,NaN
2972,MI,SCHOOLCRAFT,MANISTIQUE,SCHOOLCRAFT MEMORIAL HOSPITAL,"7870W US HIGHWAY 2
MANISTIQUE, MI
(45.944963, -86.275716)",5,180,41,NaN,NaN
2973,MI,OAKLAND,SOUTHFIELD,OAKLAND REGIONAL HOSPITAL,"22401 FOSTER WINTER DRIVE
SOUTHFIELD, MI
(42.457316, -83.202675)",3,110,36,NaN,NaN
2974,MI,HOUGHTON,LAURIUM,ASPIRUS KEWEENAW HOSPITAL,"205 OSCEOLA
LAURIUM, MI
(47.237538, -88.444038)",4,259,39,NaN,NaN
2975,MI,GLADWIN,GLADWIN,MIDMICHIGAN MEDICAL CENTER-GLADWIN,"515 QUARTER STREET
GLADWIN, MI
(43.975731, -84.495354)",4,140,40,NaN,NaN
2976,MI,EATON,EATON RAPIDS,EATON RAPIDS MEDICAL CENTER,"1500 S MAIN STREET
EATON RAPIDS, MI
(42.496021, -84.657539)",5,161,41,NaN,NaN
2977,MI,MARQUETTE,ISHPEMING,BELL HOSPITAL,"901 LAKESHORE DRIVE
ISHPEMING, MI
(46.498665, -87.682993)",5,266,32,NaN,NaN
2978,MI,TUSCOLA,CASS CITY,HILLS & DALES GENERAL HOSPITAL,"4675 HILL STREET
CASS CITY, MI
(43.604308, -83.181126)",4,193,35,NaN,NaN
2979,MI,HURON,PIGEON,SCHEURER HOSPITAL,"170 N CASEVILLE RD
PIGEON, MI
(43.834329, -83.279517)",4,160,45,NaN,NaN
2980,TX,BEXAR,SAN ANTONIO,METHODIST HOSPITAL,"7700 FLOYD CURL DR
SAN ANTONIO, TX
(29.50684, -98.572976)",3,11436,21,NaN,NaN
2981,MI,CLINTON,SAINT JOHNS,SPARROW CLINTON HOSPITAL,"805 S OAKLAND
SAINT JOHNS, MI
(42.993435, -84.555808)",5,211,41,NaN,NaN
2982,TX,TAYLOR,ABILENE,HENDRICK MEDICAL CENTER,"1900 PINE
ABILENE, TX
(32.471553, -99.73118)",3,660,23,NaN,NaN
2983,TX,KAUFMAN,KAUFMAN,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,"850 ED HALL
KAUFMAN, TX
(32.591127, -96.317363)",4,205,20,NaN,NaN
2984,TX,BEXAR,SAN ANTONIO,CHRISTUS SANTA ROSA MEDICAL CENTER,"2827 BABCOCK ROAD
SAN ANTONIO, TX
(29.512909, -98.591557)",3,1420,19,NaN,NaN
2985,TX,WISE,DECATUR,WISE REGIONAL HEALTH SYSTEM,"609 MEDICAL CENTER DRIVE
DECATUR, TX
(33.220263, -97.593107)",3,611,19,NaN,NaN
2986,TX,HARRIS,HOUSTON,TOPS SURGICAL SPECIALTY HOSPITAL,"17080 RED OAK DRIVE
HOUSTON, TX
(30.018542, -95.444846)",5,311,46,NaN,NaN
2987,TX,ANGELINA,LUFKIN,CHI ST LUKES HEALTH MEMORIAL LUFKIN,"1201 WEST FRANK STREET
LUFKIN, TX
(31.337324, -94.742481)",3,791,21,NaN,NaN
2988,TX,HARRIS,HOUSTON,HARRIS HEALTH SYSTEM,"2525 HOLLY HALL
HOUSTON, TX
(29.685422, -95.387094)",3,516,11,NaN,NaN
2989,TX,POTTER,AMARILLO,BAPTIST ST ANTHONY'S HOSPITAL,"1600 WALLACE BLVD
AMARILLO, TX
(35.195115, -101.91885)",4,1991,23,NaN,NaN
2990,TX,HOPKINS,SULPHUR SPRINGS,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,"115 AIRPORT RD
SULPHUR SPRINGS, TX
(33.15622, -95.599648)",2,238,17,NaN,NaN
2991,TX,DALLAS,GARLAND,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,"2300 MARIE CURIE DRIVE
GARLAND, TX
(32.918596, -96.661874)",3,738,17,NaN,NaN
2992,TX,FALLS,MARLIN,FALLS COMMUNITY HOSPITAL AND CLINIC,"322 COLEMAN STREET
MARLIN, TX
(31.30747, -96.893901)",4,151,50,NaN,NaN
2993,TX,DALLAS,DALLAS,DALLAS MEDICAL CENTER,"7 MEDICAL PARKWAY
DALLAS, TX
(32.914335, -96.873098)",2,332,23,NaN,NaN
2994,TX,JEFFERSON,BEAUMONT,BAPTIST BEAUMONT HOSPITAL,"3080 COLLEGE STREET
BEAUMONT, TX
(30.068473, -94.120255)",3,1487,24,NaN,NaN
2995,TX,HARRIS,HOUSTON,HOUSTON METHODIST HOSPITAL,"6565 FANNIN
HOUSTON, TX
(29.710567, -95.400118)",3,4602,21,NaN,NaN
2996,TX,COLORADO,COLUMBUS,COLUMBUS COMMUNITY HOSPITAL,"110 SHULT DR
COLUMBUS, TX
(29.694287, -96.542483)",4,200,34,NaN,NaN
2997,TX,TOM GREEN,SAN ANGELO,SAN ANGELO COMMUNITY MEDICAL CENTER,"3501 KNICKERBOCKER ROAD
SAN ANGELO, TX
(31.420076, -100.470132)",4,591,24,NaN,NaN
2998,TX,DALLAS,ROWLETT,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,"6800 SCENIC DR
ROWLETT, TX
(32.918351, -96.509536)",2,542,21,NaN,NaN
2999,TX,TRAVIS,AUSTIN,ST DAVID'S MEDICAL CENTER,"919 E 32ND ST
AUSTIN, TX
(30.290447, -97.72587)",4,2924,27,NaN,NaN
3000,TX,DALLAS,DALLAS,BAYLOR MEDICAL CENTER AT UPTOWN,"2727 EAST LEMMON AVENUE BUILDING I
DALLAS, TX
(32.80453, -96.794757)",5,433,41,NaN,NaN
3001,TX,RUSK,HENDERSON,ETMC HENDERSON,"300 WILSON STREET
HENDERSON, TX
(32.161614, -94.796433)",3,182,17,NaN,NaN
3002,TX,MATAGORDA,BAY CITY,MATAGORDA REGIONAL MEDICAL CENTER,"104 7TH STREET
BAY CITY, TX
(28.982805, -95.99129)",3,265,17,NaN,NaN
3003,TX,HARRIS,BAYTOWN,HOUSTON METHODIST SAN JACINTO HOSPITAL,"4401 GARTH ROAD
BAYTOWN, TX
(29.76871, -94.977548)",3,996,13,NaN,NaN
3004,TX,COLLIN,MCKINNEY,MEDICAL CENTER OF MCKINNEY,"4500 MEDICAL CENTER DRIVE
MCKINNEY, TX
(33.159842, -96.635503)",3,1147,20,NaN,NaN
3005,TX,TARRANT,AZLE,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,"108 DENVER TRAIL
AZLE, TX
(32.881196, -97.533769)",4,213,18,NaN,NaN
3006,TX,NAVARRO,CORSICANA,NAVARRO REGIONAL HOSPITAL,"3201 WEST HIGHWAY 22
CORSICANA, TX
(32.085083, -96.503582)",3,406,23,NaN,NaN
3007,TX,DALLAS,DALLAS,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,"8200 WALNUT HILL LANE
DALLAS, TX
(32.883139, -96.763574)",3,2195,20,NaN,NaN
3008,TX,GRAYSON,SHERMAN,WILSON N JONES REGIONAL MEDICAL CENTER,"500 N HIGHLAND AVENUE
SHERMAN, TX
(33.637697, -96.62348)",2,684,20,NaN,NaN
3009,TX,HALE,PLAINVIEW,COVENANT HOSPITAL PLAINVIEW,"2601 DIMMITT RD
PLAINVIEW, TX
(34.207214, -101.731626)",4,476,39,NaN,NaN
3010,TX,JEFFERSON,PORT ARTHUR,THE MEDICAL CENTER OF SOUTHEAST TEXAS,"2555 JIMMY JOHNSON BLVD
PORT ARTHUR, TX
(29.934952, -93.985007)",2,753,23,NaN,NaN
3011,TX,COLLIN,FRISCO,BAYLOR MEDICAL CENTER AT FRISCO,"5601 WARREN PARKWAY
FRISCO, TX
(33.10671, -96.837919)",4,1135,27,NaN,NaN
3012,TX,TAYLOR,ABILENE,ABILENE REGIONAL MEDICAL CENTER,"6250 HWY 83/84
ABILENE, TX
(32.374006, -99.742595)",3,582,28,NaN,NaN
3013,TX,DALLAS,RICHARDSON,METHODIST RICHARDSON MEDICAL CENTER,"2831 E PRESIDENT GEORGE BUSH HIGHWAY
RICHARDSON, TX
(32.996143, -96.669176)",3,530,19,NaN,NaN
3014,TX,UVALDE,UVALDE,UVALDE MEMORIAL HOSPITAL,"1025 GARNER FIELD ROAD
UVALDE, TX
(29.215126, -99.768668)",4,199,22,NaN,NaN
3015,TX,BROWN,BROWNWOOD,BROWNWOOD REGIONAL MEDICAL CENTER,"1501 BURNET DR
BROWNWOOD, TX
(31.680211, -98.988158)",3,497,27,NaN,NaN
3016,TX,GILLESPIE,FREDERICKSBURG,HILL COUNTRY MEMORIAL HOSPITAL INC,"1020 SOUTH STATE HIGHWAY 16
FREDERICKSBURG, TX
(30.262187, -98.880491)",5,345,35,NaN,NaN
3017,TX,DE WITT,CUERO,CUERO REGIONAL HOSPITAL,"2550 N ESPLANADE
CUERO, TX
(29.112495, -97.281693)",4,152,28,NaN,NaN
3018,TX,PALO PINTO,MINERAL WELLS,PALO PINTO GENERAL HOSPITAL,"400 SOUTHWEST 25 AVE
MINERAL WELLS, TX
(32.799552, -98.145406)",2,227,21,NaN,NaN
3019,TX,TARRANT,GRAPEVINE,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,"1650 W COLLEGE ST
GRAPEVINE, TX
(32.9356, -97.093897)",4,1991,22,NaN,NaN
3020,TX,SAN PATRICIO,ARANSAS PASS,CARE REGIONAL MEDICAL CENTER,"1711 W WHEELER AVENUE
ARANSAS PASS, TX
(27.915921, -97.161829)",1,115,23,NaN,NaN
3021,TX,ANGELINA,LUFKIN,WOODLAND HEIGHTS MEDICAL CENTER,"505 SOUTH JOHN REDDITT DRIVE
LUFKIN, TX
(31.327737, -94.756139)",4,564,26,NaN,NaN
3022,TX,NACOGDOCHES,NACOGDOCHES,MEMORIAL HOSPITAL,"1204 MOUND ST
NACOGDOCHES, TX
(31.612411, -94.649469)",3,596,23,NaN,NaN
3023,TX,JASPER,JASPER,CHRISTUS JASPER MEMORIAL HOSPITAL,"1275 MARVIN HANCOCK DRIVE
JASPER, TX
(30.907639, -94.008533)",3,158,16,NaN,NaN
3024,TX,TOM GREEN,SAN ANGELO,SHANNON MEDICAL CENTER,"120 EAST HARRIS AVENUE
SAN ANGELO, TX
(31.464485, -100.43509)",4,1025,21,NaN,NaN
3025,TX,COLLIN,PLANO,MEDICAL CENTER OF PLANO,"3901 W 15TH ST
PLANO, TX
(33.019387, -96.76573)",3,2043,21,NaN,NaN
3026,TX,TARRANT,BEDFORD,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,"1600 HOSPITAL PARKWAY
BEDFORD, TX
(32.833513, -97.125241)",3,1214,20,NaN,NaN
3027,TX,HARRIS,HOUSTON,PARK PLAZA HOSPITAL,"1313 HERMANN DR
HOUSTON, TX
(29.722375, -95.388045)",3,528,25,NaN,NaN
3028,TX,WEBB,LAREDO,DOCTORS HOSPITAL OF LAREDO,"10700 MCPHERSON ROAD
LAREDO, TX
(27.60709, -99.476281)",3,609,14,NaN,NaN
3029,TX,HARRIS,HOUSTON,HOUSTON NORTHWEST MEDICAL CENTER,"710 CYPRESS CREEK PARKWAY
HOUSTON, TX
(30.018099, -95.439796)",2,873,27,NaN,NaN
3030,TX,HOOD,GRANBURY,LAKE GRANBURY MEDICAL CENTER,"1310 PALUXY RD
GRANBURY, TX
(32.431845, -97.802729)",3,586,28,NaN,NaN
3031,TX,DALLAS,DALLAS,MEDICAL CITY DALLAS,"7777 FOREST LANE
DALLAS, TX
(32.909447, -96.772089)",3,3384,21,NaN,NaN
3032,TX,ECTOR,ODESSA,ODESSA REGIONAL MEDICAL CENTER,"520 E 6TH STREET
ODESSA, TX
(31.851458, -102.366027)",3,849,21,NaN,NaN
3033,TX,HARRIS,HOUSTON,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,"921 GESSNER
HOUSTON, TX
(29.781023, -95.544422)",4,627,19,NaN,NaN
3034,TX,EL PASO,EL PASO,SIERRA MEDICAL CENTER,"1625 MEDICAL CENTER DR
EL PASO, TX
(31.77867, -106.47965)",2,695,29,NaN,NaN
3035,TX,HARRIS,WEBSTER,CLEAR LAKE REGIONAL MEDICAL CENTER,"500 MEDICAL CENTER BLVD
WEBSTER, TX
(29.541062, -95.126274)",3,3716,18,NaN,NaN
3036,TX,NACOGDOCHES,NACOGDOCHES,NACOGDOCHES MEDICAL CENTER,"4920 NE STALLINGS DRIVE
NACOGDOCHES, TX
(31.652058, -94.654265)",3,460,27,NaN,NaN
3037,TX,HOWARD,BIG SPRING,SCENIC MOUNTAIN MEDICAL CENTER,"1601 W 11TH PLACE
BIG SPRING, TX
(32.240015, -101.492412)",3,360,25,NaN,NaN
3038,TX,HARRIS,HOUSTON,WEST HOUSTON MEDICAL CENTER,"12141 RICHMOND AVE
HOUSTON, TX
(29.730314, -95.59475)",3,1248,22,NaN,NaN
3039,TX,HIDALGO,MCALLEN,RIO GRANDE REGIONAL HOSPITAL,"101 E RIDGE RD
MCALLEN, TX
(26.185939, -98.224124)",2,1129,23,NaN,NaN
3040,TX,HARRIS,TOMBALL,TOMBALL REGIONAL MEDICAL CENTER,"605 HOLDERRIETH
TOMBALL, TX
(30.088703, -95.623985)",3,1377,22,NaN,NaN
3041,TX,DALLAS,MESQUITE,DALLAS REGIONAL MEDICAL CENTER,"1011 NORTH GALLOWAY AVENUE
MESQUITE, TX
(32.777575, -96.59972)",2,498,20,NaN,NaN
3042,TX,HARRIS,NASSAU BAY,HOUSTON METHODIST ST JOHN HOSPITAL,"18300 ST JOHN DRIVE
NASSAU BAY, TX
(29.549771, -95.085203)",3,832,22,NaN,NaN
3043,TX,DALLAS,DALLAS,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK,"9440 POPPY DR
DALLAS, TX
(32.835521, -96.705001)",3,848,25,NaN,NaN
3044,TX,HARRIS,HUMBLE,MEMORIAL HERMANN NORTHEAST,"18951 MEMORIAL NORTH
HUMBLE, TX
(29.994565, -95.275482)",3,677,13,NaN,NaN
3045,TX,BEXAR,SAN ANTONIO,SOUTHWEST GENERAL HOSPITAL,"7400 BARLITE BLVD
SAN ANTONIO, TX
(29.352988, -98.546589)",2,1019,19,NaN,NaN
3046,TX,TRAVIS,AUSTIN,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,"901 WEST BEN WHITE BLVD
AUSTIN, TX
(30.227308, -97.773944)",4,1353,22,NaN,NaN
3047,TX,GREGG,LONGVIEW,LONGVIEW REGIONAL MEDICAL CENTER,"2901 N FOURTH ST
LONGVIEW, TX
(32.532039, -94.728825)",4,596,29,NaN,NaN
3048,TX,HARRIS,HOUSTON,"WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN
HOUSTON, TX
(29.692977, -95.40109)",3,1134,20,NaN,NaN
3049,TX,JOHNSON,BURLESON,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,"11801 SOUTH FREEWAY
BURLESON, TX
(32.585454, -97.319102)",3,1259,17,NaN,NaN
3050,WA,WHITMAN,PULLMAN,PULLMAN REGIONAL HOSPITAL,"835 S BISHOP BLVD
PULLMAN, WA
(46.713462, -117.169846)",5,332,32,NaN,NaN
3051,TX,DENTON,LEWISVILLE,MEDICAL CENTER OF LEWISVILLE,"500 WEST MAIN STREET
LEWISVILLE, TX
(33.046306, -97.004207)",3,990,21,NaN,NaN
3052,TX,TARRANT,FORT WORTH,PLAZA MEDICAL CENTER OF FORT WORTH,"900 EIGHTH AVENUE
FORT WORTH, TX
(32.735481, -97.343704)",4,1185,23,NaN,NaN
3053,TX,LUBBOCK,LUBBOCK,UNIVERSITY MEDICAL CENTER,"602 INDIANA AVENUE
LUBBOCK, TX
(33.589429, -101.887977)",4,354,19,NaN,NaN
3054,TX,SMITH,TYLER,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,"11937 US HIGHWAY 271
TYLER, TX
(32.42369, -95.209291)",4,206,23,NaN,NaN
3055,TX,BEXAR,SAN ANTONIO,METHODIST AMBULATORY SURGERY HOSPITAL NW,"9150 HUEBNER RD SUITE 100
SAN ANTONIO, TX
(29.527605, -98.595995)",5,167,39,NaN,NaN
3056,TX,DENTON,CARROLLTON,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,"4343 NORTH JOSEY LANE
CARROLLTON, TX
(33.028966, -96.88395)",3,729,16,NaN,NaN
3057,WV,RANDOLPH,ELKINS,DAVIS MEDICAL CENTER,"812 GORMAN AVENUE
ELKINS, WV
(38.928159, -79.853154)",4,366,27,NaN,NaN
3058,TX,ANDERSON,PALESTINE,PALESTINE REGIONAL MEDICAL CENTER,"2900 S LOOP 256
PALESTINE, TX
(31.733374, -95.625307)",2,398,23,NaN,NaN
3059,WI,EAU CLAIRE,EAU CLAIRE,SACRED HEART HOSPITAL,"900 W CLAIREMONT AVE
EAU CLAIRE, WI
(44.793462, -91.510656)",4,1860,32,NaN,NaN
3060,TX,TARRANT,FORT WORTH,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,"6100 HARRIS PKWY
FORT WORTH, TX
(32.658595, -97.419671)",4,1340,27,NaN,NaN
3061,TX,HAMILTON,HAMILTON,HAMILTON GENERAL HOSPITAL,"400 N BROWN, BUILDING 1
HAMILTON, TX
(31.703852, -98.113462)",5,177,27,NaN,NaN
3062,TX,DALLAS,DALLAS,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,"5151 HARRY HINES BLVD
DALLAS, TX
(32.810672, -96.835872)",4,622,30,NaN,NaN
3063,TX,DENTON,DENTON,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,"3000 N I-35
DENTON, TX
(33.215899, -97.168409)",3,1051,20,NaN,NaN
3064,TX,HARRIS,HOUSTON,CYPRESS FAIRBANKS MEDICAL CENTER,"10655 STEEPLETOP DRIVE
HOUSTON, TX
(29.927032, -95.588567)",2,885,24,NaN,NaN
3065,TX,COLLIN,PLANO,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,"6200 W PARKER RD
PLANO, TX
(33.045125, -96.837073)",4,1626,19,NaN,NaN
3066,TX,HOCKLEY,LEVELLAND,COVENANT HOSPITAL LEVELLAND,"1900 COLLEGE AVE
LEVELLAND, TX
(33.573273, -102.367755)",4,178,36,NaN,NaN
3067,TX,WILLIAMSON,ROUND ROCK,ROUND ROCK MEDICAL CENTER,"2400 ROUND ROCK AVE
ROUND ROCK, TX
(30.509336, -97.712361)",3,1231,23,NaN,NaN
3068,TX,DALLAS,DALLAS,METHODIST CHARLTON MEDICAL CENTER,"3500 W WHEATLAND ROAD
DALLAS, TX
(32.647444, -96.876265)",3,390,11,NaN,NaN
3069,TX,NUECES,CORPUS CHRISTI,"CORPUS CHRISTI MEDICAL CENTER,THE","6629 WOODRIDGE ROAD
CORPUS CHRISTI, TX
(27.681644, -97.359284)",3,2707,22,NaN,NaN
3070,TX,HARRIS,KINGWOOD,KINGWOOD MEDICAL CENTER,"22999 US HWY 59
KINGWOOD, TX
(30.050289, -95.252945)",3,1179,20,NaN,NaN
3071,TX,ELLIS,ENNIS,ENNIS REGIONAL MEDICAL CENTER,"2201 WEST LAMPASAS STREET
ENNIS, TX
(32.308542, -96.642024)",4,108,24,NaN,NaN
3072,TX,BOWIE,TEXARKANA,CHRISTUS ST MICHAEL HEALTH SYSTEM,"2600 ST MICHAEL DR
TEXARKANA, TX
(33.46249, -94.074448)",4,889,23,NaN,NaN
3073,TX,COLLIN,ALLEN,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,"1105 CENTRAL EXPRESSWAY NORTH
ALLEN, TX
(33.115433, -96.671504)",4,520,19,NaN,NaN
3074,TX,HIDALGO,EDINBURG,CORNERSTONE REGIONAL HOSPITAL,"2302 CORNERSTONE BOULEVARD
EDINBURG, TX
(26.263096, -98.199164)",3,200,36,NaN,NaN
3075,TX,FORT BEND,SUGAR LAND,MEMORIAL HERMANN SUGAR LAND HOSPITAL,"17500 W GRAND PARKWAY SOUTH
SUGAR LAND, TX
(29.56408, -95.68791)",3,631,14,NaN,NaN
3076,TX,BRAZOS,BRYAN,"PHYSICIANS CENTRE,THE","3131 UNIVERSITY DRIVE EAST
BRYAN, TX
(30.649531, -96.296457)",5,138,49,NaN,NaN
3077,TX,EL PASO,EL PASO,EL PASO SPECIALTY HOSPITAL,"1755 CURIE SUITE A
EL PASO, TX
(31.780945, -106.477031)",4,382,46,NaN,NaN
3078,TX,HARRIS,HOUSTON,HOUSTON METHODIST WILLOWBROOK HOSPITAL,"18220 TOMBALL PARKWAY
HOUSTON, TX
(29.964059, -95.550789)",4,2055,16,NaN,NaN
3079,TX,HARRIS,HOUSTON,TEXAS ORTHOPEDIC HOSPITAL,"7401 SOUTH MAIN STREET
HOUSTON, TX
(29.700315, -95.409675)",5,736,32,NaN,NaN
3080,WI,LA CROSSE,LA CROSSE,GUNDERSEN LUTHERAN MEDICAL CENTER,"1910 SOUTH AVE
LA CROSSE, WI
(43.794751, -91.246224)",4,831,37,NaN,NaN
3081,TX,TRAVIS,AUSTIN,NORTH AUSTIN MEDICAL CENTER,"12221 MOPAC EXPRESSWAY NORTH
AUSTIN, TX
(30.412144, -97.708113)",4,1161,22,NaN,NaN
3082,TX,JIM WELLS,ALICE,CHRISTUS SPOHN HOSPITAL ALICE,"2500 E MAIN STREET
ALICE, TX
(27.765508, -98.043713)",3,219,11,NaN,NaN
3083,TX,TRAVIS,AUSTIN,NORTHWEST HILLS SURGICAL HOSPITAL,"6818 AUSTIN CTR BLVD SUITE 100
AUSTIN, TX
(30.350316, -97.751026)",4,115,31,NaN,NaN
3084,TX,WICHITA,WICHITA FALLS,KELL WEST REGIONAL HOSPITAL,"5402 KELL WEST BOULEVARD
WICHITA FALLS, TX
(33.872379, -98.578537)",4,335,41,NaN,NaN
3085,TX,HARRIS,KATY,MEMORIAL HERMANN KATY HOSPITAL,"23900 KATY FREEWAY
KATY, TX
(29.785918, -95.785657)",4,724,17,NaN,NaN
3086,TX,DALLAS,IRVING,MEDICAL CITY LAS COLINAS,"6800 N MACARTHUR BLVD
IRVING, TX
(32.902047, -96.958679)",4,953,23,NaN,NaN
3087,TX,FORT BEND,SUGAR LAND,HOUSTON METHODIST SUGARLAND HOSPITAL,"16655 SOUTHWEST FREEWAY
SUGAR LAND, TX
(29.590539, -95.631886)",4,2183,18,NaN,NaN
3088,TX,EL PASO,EL PASO,FOUNDATION SURGICAL HOSPITAL OF EL PASO,"1416 GEORGE DIETER
EL PASO, TX
(31.734985, -106.301578)",4,271,44,NaN,NaN
3089,TX,HIDALGO,EDINBURG,DOCTORS HOSPITAL AT RENAISSANCE,"5501 SOUTH MCCOLL
EDINBURG, TX
(26.252424, -98.204109)",3,992,12,NaN,NaN
3090,TX,TRAVIS,AUSTIN,SETON SOUTHWEST HOSPITAL,"7900 FM 1826
AUSTIN, TX
(30.22696, -97.88951)",4,141,31,NaN,NaN
3091,TX,CAMERON,HARLINGEN,HARLINGEN MEDICAL CENTER,"5501 SOUTH EXPRESSWAY 77
HARLINGEN, TX
(26.157323, -97.676968)",3,381,26,NaN,NaN
3092,TX,DALLAS,DALLAS,BAYLOR HEART AND VASCULAR HOSPITAL,"621 NORTH HALL STREET
DALLAS, TX
(32.788288, -96.780663)",5,696,33,NaN,NaN
3093,WI,SAUK,REEDSBURG,REEDSBURG AREA MEDICAL CENTER,"2000 N DEWEY AVE
REEDSBURG, WI
(43.549287, -89.994548)",4,265,33,NaN,NaN
3094,TX,DALLAS,IRVING,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,"400 WEST INTERSTATE 635 SUITE 101
IRVING, TX
(32.912317, -96.951522)",4,286,35,NaN,NaN
3095,TX,FORT BEND,SUGAR LAND,SUGAR LAND SURGICAL HOSPITAL LLP,"16906 SOUTHWEST FREEWAY
SUGAR LAND, TX
(29.590609, -95.636696)",5,159,44,NaN,NaN
3096,TX,TRAVIS,AUSTIN,ARISE AUSTIN MEDICAL CENTER,"3003 BEE CAVES ROAD
AUSTIN, TX
(30.271664, -97.795469)",4,244,32,NaN,NaN
3097,TX,DENTON,TROPHY CLUB,BAYLOR MEDICAL CENTER AT TROPHY CLUB,"2850 E STATE HIGHWAY 114
TROPHY CLUB, TX
(32.987984, -97.175031)",4,244,25,NaN,NaN
3098,TX,LUBBOCK,LUBBOCK,LUBBOCK HEART HOSPITAL LP,"4810 NORTH LOOP 289
LUBBOCK, TX
(33.602527, -101.914287)",4,530,40,NaN,NaN
3099,TX,POTTER,AMARILLO,QUAIL CREEK SURGICAL HOSPITAL,"6819 PLUM CREEK
AMARILLO, TX
(35.210675, -101.913568)",5,788,44,NaN,NaN
3100,WY,UINTA,EVANSTON,EVANSTON REGIONAL HOSPITAL,"190 ARROWHEAD DR
EVANSTON, WY
(41.242222, -110.9896)",5,119,28,NaN,NaN
3101,TX,TARRANT,ARLINGTON,USMD HOSPITAL AT ARLINGTON L P,"801 W INTERSTATE 20
ARLINGTON, TX
(32.679151, -97.115971)",3,448,28,NaN,NaN
3102,TX,TRAVIS,AUSTIN,SETON NORTHWEST HOSPITAL,"11113 RESEARCH BOULEVARD
AUSTIN, TX
(30.40482, -97.74501)",4,832,31,NaN,NaN
